Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Hai Ha,2023-11-24 19:37:25.000000 ,20.55,91,1.41,1020,21.04,164,92,10000,Mây u ám,Nắng
Ha Dong,2023-11-24 19:37:25.000000 ,24.01,67,3.67,1019,24.22,155,82,10000,Mây rải rác,Nắng
Hau Duong,2023-11-24 19:37:25.000000 ,24.02,73,2.06,1018,24.38,170,89,4900,Không xác định,Nắng
Yen Lap,2023-11-24 19:37:25.000000 ,22.91,71,1.04,1018,23.11,158,97,10000,Mây u ám,Nắng
Thanh Ba,2023-11-24 19:37:25.000000 ,23.06,67,2.11,1018,23.17,125,86,10000,Mây u ám,Nắng
Doan Hung,2023-11-24 19:37:25.000000 ,22.77,68,1.67,1018,22.88,121,55,10000,Mây rải rác,Nắng
Son Duong,2023-11-24 19:37:26.000000 ,21.93,70,1.53,1019,22.01,128,53,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-25 19:16:49.000000 ,29.01,84,1.03,1011,35.67,0,40,8000,Mây rải rác,Nắng
Hanoi,2023-11-25 19:12:28.000000 ,24.0,66,4.43,1018,24.18,140,74,10000,Mây rải rác,Nắng
Turan,2023-11-25 19:16:50.000000 ,22.99,94,2.57,1016,23.8,330,75,3500,Mưa vừa,Mưa
Haiphong,2023-11-25 19:16:50.000000 ,22.95,78,2.06,1018,23.34,110,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-25 19:16:50.000000 ,28.99,87,1.96,1010,35.99,53,100,10000,Mây u ám,Nắng
Can Tho,2023-11-25 19:16:50.000000 ,26.99,83,0.51,1010,30.0,0,75,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-25 19:16:50.000000 ,29.03,84,1.03,1011,35.73,0,40,8000,Mưa nhẹ,Mưa
Di An,2023-11-25 19:16:51.000000 ,28.82,84,1.03,1011,35.09,0,40,8000,Mây rải rác,Nắng
Hue,2023-11-25 19:16:51.000000 ,23.06,94,3.09,1016,23.88,310,75,2500,Không xác định,Nắng
Vung Tau,2023-11-25 19:16:51.000000 ,27.35,82,5.95,1010,30.77,76,100,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-25 19:16:50.000000 ,29.03,84,1.03,1011,35.73,0,40,8000,Mưa nhẹ,Mưa
Nha Trang,2023-11-25 19:16:51.000000 ,26.0,89,3.52,1014,26.0,359,100,10000,Mưa nhẹ,Mưa
Ha Long,2023-11-25 19:16:51.000000 ,22.77,80,2.87,1019,23.19,62,4,10000,Không xác định,Nắng
Qui Nhon,2023-11-25 19:16:52.000000 ,24.89,90,5.77,1015,25.78,31,100,6953,Không xác định,Mưa
Thanh Hoa,2023-11-25 19:12:09.000000 ,21.96,86,2.18,1019,22.46,85,15,10000,Mây ít,Nắng
Thai Nguyen,2023-11-25 19:16:52.000000 ,23.88,62,2.7,1018,23.94,152,66,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-11-25 19:16:52.000000 ,22.36,86,3.26,1014,22.9,70,100,10000,Mưa nhẹ,Mưa
Long Xuyen,2023-11-25 19:16:52.000000 ,26.97,76,1.01,1010,29.31,4,99,10000,Mây u ám,Nắng
Phu Khuong,2023-11-25 19:16:53.000000 ,25.79,78,3.02,1010,26.46,18,98,10000,Mưa nhẹ,Mưa
Vinh,2023-11-25 19:16:53.000000 ,22.57,87,2.24,1018,23.15,27,28,10000,Mây rải rác,Nắng
Rach Gia,2023-11-25 19:16:53.000000 ,26.33,79,1.01,1010,26.33,331,100,6576,Mây u ám,Nắng
Da Lat,2023-11-25 19:16:53.000000 ,16.12,98,2.12,1015,16.35,54,100,8003,Mưa nhẹ,Mưa
Bac Ninh,2023-11-25 19:16:53.000000 ,24.05,65,5.15,1018,24.21,144,60,10000,Mây rải rác,Nắng
Hai Duong,2023-11-25 19:16:54.000000 ,23.0,73,3.59,1019,23.26,128,29,10000,Mây rải rác,Nắng
Phan Thiet,2023-11-25 19:16:54.000000 ,26.14,81,4.61,1011,26.14,71,100,10000,Mây u ám,Nắng
Pleiku,2023-11-25 19:16:54.000000 ,20.65,83,3.65,1015,20.94,48,100,10000,Mây u ám,Nắng
Nam Dinh,2023-11-25 19:16:54.000000 ,23.12,76,3.69,1019,23.47,104,22,10000,Mây ít,Nắng
Ca Mau,2023-11-25 19:16:54.000000 ,25.11,90,3.02,1010,26.03,79,85,10000,Mưa nhẹ,Mưa
Viet Tri,2023-11-25 19:16:54.000000 ,23.97,61,2.7,1018,24.02,144,64,10000,Mây rải rác,Nắng
Soc Trang,2023-11-25 19:16:55.000000 ,25.21,88,2.93,1010,26.08,79,96,10000,Mây u ám,Nắng
Quang Ngai,2023-11-25 19:16:55.000000 ,23.54,94,2.11,1016,24.4,355,100,10000,Mưa vừa,Mưa
Thai Binh,2023-11-25 19:16:55.000000 ,23.25,75,3.95,1019,23.59,101,10,10000,Không xác định,Nắng
My Tho,2023-11-25 19:16:55.000000 ,25.33,88,1.46,1010,26.22,111,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-11-25 19:16:55.000000 ,24.4,93,3.9,1015,25.32,28,100,6419,Mưa vừa,Mưa
Bac Lieu,2023-11-25 19:16:56.000000 ,26.03,86,5.55,1010,26.03,70,99,9166,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-25 19:16:56.000000 ,22.99,76,1.65,1019,23.33,88,17,10000,Mây ít,Nắng
Bac Giang,2023-11-25 19:16:56.000000 ,24.04,66,4.89,1019,24.22,152,43,10000,Mây rải rác,Nắng
Tay Ninh,2023-11-25 19:16:56.000000 ,25.8,79,2.98,1010,26.5,16,98,10000,Mưa nhẹ,Mưa
Ninh Binh,2023-11-25 19:16:56.000000 ,22.94,78,3.47,1019,23.33,104,30,10000,Mây rải rác,Nắng
Tan An,2023-11-25 19:16:56.000000 ,29.01,88,1.4,1010,36.01,86,100,10000,Mây u ám,Nắng
Kon Tum,2023-11-25 19:16:57.000000 ,20.53,90,1.46,1015,20.99,55,100,10000,Mây u ám,Nắng
Tam Ky,2023-11-25 19:16:57.000000 ,23.34,94,2.62,1016,24.18,344,100,5194,Mưa vừa,Mưa
Vinh Long,2023-11-25 19:16:57.000000 ,26.99,81,2.09,1010,29.81,116,94,10000,Mây u ám,Nắng
Lao Cai,2023-11-25 19:16:57.000000 ,20.48,88,0.59,1020,20.88,186,69,10000,Mây rải rác,Nắng
Lagi,2023-11-25 19:16:57.000000 ,26.25,84,5.31,1011,26.25,73,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-25 19:16:53.000000 ,26.33,79,1.01,1010,26.33,331,100,6576,Mây u ám,Nắng
Con Son,2023-11-25 19:16:58.000000 ,27.24,86,12.65,1010,30.95,66,94,10000,Mưa nhẹ,Mưa
Cho Dok,2023-11-25 19:16:58.000000 ,26.92,76,2.9,1010,29.21,351,81,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-25 19:16:58.000000 ,27.93,74,2.22,1011,31.06,33,100,10000,Mưa vừa,Mưa
Phan Rang-Thap Cham,2023-11-25 19:16:58.000000 ,24.8,84,3.82,1013,25.53,18,100,10000,Mây u ám,Nắng
Kwang Binh,2023-11-25 19:16:58.000000 ,23.2,89,3.56,1017,23.9,24,86,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-25 19:16:59.000000 ,19.71,82,1.48,1017,19.88,89,37,10000,Mây rải rác,Nắng
Turan,2023-11-25 19:16:59.000000 ,22.99,94,2.57,1016,23.8,330,75,3500,Mưa vừa,Mưa
Don Luan,2023-11-25 19:16:59.000000 ,28.3,79,2.19,1011,32.69,34,99,10000,Mây u ám,Nắng
Loc Ninh,2023-11-25 19:16:58.000000 ,27.93,74,2.22,1011,31.06,33,100,10000,Mưa vừa,Mưa
Song Cau,2023-11-25 19:13:22.000000 ,24.66,92,4.89,1015,25.58,28,100,6396,Không xác định,Mưa
Bim Son,2023-11-25 19:16:59.000000 ,22.81,80,2.98,1019,23.24,96,33,10000,Mây rải rác,Nắng
Cu Chi,2023-11-25 19:17:00.000000 ,29.01,84,2.89,1010,35.67,49,99,10000,Mây u ám,Nắng
Uyen Hung,2023-11-25 19:17:00.000000 ,28.78,85,2.58,1010,35.19,43,100,10000,Mây u ám,Nắng
Ben Tre,2023-11-25 19:17:00.000000 ,24.95,91,1.77,1010,25.88,124,100,10000,Mây u ám,Nắng
Sa Dec,2023-11-25 19:17:00.000000 ,26.99,77,2.08,1010,29.44,96,96,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-25 19:17:00.000000 ,25.34,90,2.81,1014,26.28,0,100,10000,Mưa nhẹ,Mưa
Song Cau,2023-11-25 19:13:22.000000 ,24.66,92,4.89,1015,25.58,28,100,6396,Không xác định,Mưa
Ngo Chau,2023-11-25 19:17:01.000000 ,23.61,95,2.84,1015,24.51,29,100,5653,Không xác định,Mưa
Hoi An,2023-11-25 19:15:07.000000 ,22.98,90,2.84,1016,23.68,339,99,10000,Không xác định,Mưa
Dong Ha,2023-11-25 19:17:01.000000 ,22.39,93,1.92,1017,23.11,32,100,10000,Mưa nhẹ,Mưa
Bim Son,2023-11-25 19:16:59.000000 ,22.81,80,2.98,1019,23.24,96,33,10000,Mây rải rác,Nắng
Phu Ly,2023-11-25 19:17:01.000000 ,22.64,77,2.97,1019,22.97,117,65,10000,Mây rải rác,Nắng
Hai Ha,2023-11-25 19:17:02.000000 ,20.23,81,1.02,1019,20.42,168,64,10000,Mây rải rác,Nắng
Ha Dong,2023-11-25 19:17:02.000000 ,24.01,67,4.21,1018,24.22,141,77,10000,Mây rải rác,Nắng
Hau Duong,2023-11-25 19:17:02.000000 ,24.02,69,1.03,1018,24.28,0,40,5000,Không xác định,Nắng
Yen Lap,2023-11-25 19:17:02.000000 ,21.83,72,0.7,1018,21.95,205,62,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-25 19:17:02.000000 ,22.8,66,1.13,1018,22.86,120,66,10000,Mây rải rác,Nắng
Doan Hung,2023-11-25 19:17:03.000000 ,22.92,64,1.23,1018,22.94,106,64,10000,Mây rải rác,Nắng
Son Duong,2023-11-25 19:17:03.000000 ,22.43,64,0.77,1018,22.4,109,62,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-27 16:11:57.000000 ,32.01,45,5.14,1008,33.26,70,0,10000,Không xác định,Nắng
Hanoi,2023-11-27 16:07:21.000000 ,28.0,41,0.83,1015,27.73,39,52,10000,Mây rải rác,Nắng
Turan,2023-11-27 16:09:12.000000 ,25.99,65,5.66,1016,25.99,360,20,10000,Mây ít,Nắng
Haiphong,2023-11-27 16:11:57.000000 ,25.95,65,4.63,1016,25.95,130,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-27 16:11:57.000000 ,31.99,74,1.36,1008,38.99,198,94,10000,Mây u ám,Nắng
Can Tho,2023-11-27 16:11:57.000000 ,29.99,74,1.03,1008,36.01,0,40,8000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-27 16:11:57.000000 ,32.03,45,5.14,1008,33.29,70,0,10000,Không xác định,Nắng
Di An,2023-11-27 16:11:58.000000 ,31.82,45,5.14,1008,32.95,70,0,10000,Không xác định,Nắng
Hue,2023-11-27 16:11:58.000000 ,26.06,65,3.6,1016,26.06,40,40,10000,Mây rải rác,Nắng
Vung Tau,2023-11-27 16:11:58.000000 ,28.09,74,3.62,1008,31.41,72,96,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-27 16:11:57.000000 ,32.03,45,5.14,1008,33.29,70,0,10000,Không xác định,Nắng
Nha Trang,2023-11-27 16:11:34.000000 ,28.0,74,7.03,1012,31.21,15,100,10000,Mây u ám,Nắng
Ha Long,2023-11-27 16:11:58.000000 ,25.77,65,2.99,1016,26.1,118,48,10000,Mây rải rác,Nắng
Qui Nhon,2023-11-27 16:07:07.000000 ,24.64,80,8.79,1013,25.25,7,97,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-27 16:11:59.000000 ,24.85,65,3.68,1016,25.09,119,57,10000,Mây rải rác,Nắng
Thai Nguyen,2023-11-27 16:11:59.000000 ,27.88,53,0.6,1015,28.58,181,71,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-11-27 16:11:59.000000 ,24.26,66,4.19,1012,24.46,75,80,10000,Mây rải rác,Nắng
Long Xuyen,2023-11-27 16:11:59.000000 ,29.97,65,2.68,1008,33.82,63,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-27 16:11:59.000000 ,30.07,59,1.68,1008,32.77,39,87,10000,Mây u ám,Nắng
Vinh,2023-11-27 16:11:59.000000 ,24.29,74,3.18,1016,24.71,60,55,10000,Mây rải rác,Nắng
Rach Gia,2023-11-27 16:11:15.000000 ,28.02,78,2.73,1008,31.84,88,90,8216,Mây u ám,Nắng
Da Lat,2023-11-27 16:11:59.000000 ,18.99,75,2.2,1012,18.9,45,100,10000,Mây u ám,Nắng
Bac Ninh,2023-11-27 16:12:00.000000 ,28.05,40,0.31,1015,27.71,94,33,10000,Mây rải rác,Nắng
Hai Duong,2023-11-27 16:11:14.000000 ,26.0,45,2.25,1015,26.0,116,80,10000,Mây rải rác,Nắng
Phan Thiet,2023-11-27 16:12:00.000000 ,30.63,58,8.56,1007,33.62,82,40,10000,Mây rải rác,Nắng
Pleiku,2023-11-27 16:12:00.000000 ,23.83,55,4.25,1012,23.7,39,53,10000,Mây rải rác,Nắng
Nam Dinh,2023-11-27 16:12:00.000000 ,26.55,55,4.54,1015,26.55,130,65,10000,Mây rải rác,Nắng
Ca Mau,2023-11-27 16:12:00.000000 ,26.41,86,4.07,1008,26.41,80,100,10000,Mây u ám,Nắng
Viet Tri,2023-11-27 16:12:00.000000 ,27.97,49,0.28,1015,28.33,355,70,10000,Mây rải rác,Nắng
Soc Trang,2023-11-27 16:12:01.000000 ,28.07,77,5.37,1008,31.81,74,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-27 16:12:01.000000 ,23.89,78,4.58,1015,24.37,4,75,10000,Mây rải rác,Nắng
Thai Binh,2023-11-27 16:12:01.000000 ,25.74,58,4.91,1016,25.88,128,62,10000,Mây rải rác,Nắng
My Tho,2023-11-27 16:12:01.000000 ,28.04,77,0.92,1008,31.74,97,98,10000,Mây u ám,Nắng
Tuy Hoa,2023-11-27 16:12:01.000000 ,24.26,83,7.21,1013,24.91,9,98,10000,Mưa nhẹ,Mưa
Bac Lieu,2023-11-27 16:12:01.000000 ,27.21,82,7.47,1008,30.43,76,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-27 16:12:02.000000 ,25.99,60,2.51,1016,25.99,121,95,10000,Mây u ám,Nắng
Bac Giang,2023-11-27 16:12:02.000000 ,28.04,41,0.63,1015,27.77,186,40,10000,Mây rải rác,Nắng
Tay Ninh,2023-11-27 16:11:16.000000 ,30.17,58,2.11,1008,32.75,34,85,10000,Mây u ám,Nắng
Ninh Binh,2023-11-27 16:12:02.000000 ,27.54,49,4.08,1015,27.88,122,27,10000,Mây rải rác,Nắng
Tan An,2023-11-27 16:11:16.000000 ,32.01,72,0.51,1008,39.01,118,93,10000,Mây u ám,Nắng
Kon Tum,2023-11-27 16:12:03.000000 ,24.15,59,3.1,1012,24.16,57,95,10000,Mây u ám,Nắng
Tam Ky,2023-11-27 16:12:03.000000 ,24.48,74,3.81,1015,24.92,14,26,10000,Mây rải rác,Nắng
Vinh Long,2023-11-27 16:12:03.000000 ,29.99,70,1.25,1008,35.01,60,100,10000,Mây u ám,Nắng
Lao Cai,2023-11-27 16:12:03.000000 ,26.37,58,1.08,1016,26.37,126,78,10000,Mây rải rác,Nắng
Lagi,2023-11-27 16:12:04.000000 ,28.38,72,8.25,1007,31.73,80,88,10000,Mây u ám,Nắng
Rach Gia,2023-11-27 16:11:15.000000 ,28.02,78,2.73,1008,31.84,88,90,8216,Mây u ám,Nắng
Con Son,2023-11-27 16:12:04.000000 ,26.85,86,11.27,1008,29.94,66,98,10000,Mây u ám,Nắng
Cho Dok,2023-11-27 16:11:13.000000 ,30.86,57,3.33,1008,33.85,29,89,10000,Mây u ám,Nắng
Loc Ninh,2023-11-27 16:12:04.000000 ,29.6,56,3.4,1008,31.39,12,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-27 16:12:05.000000 ,27.15,68,7.75,1009,28.93,41,61,10000,Mây rải rác,Nắng
Kwang Binh,2023-11-27 16:12:05.000000 ,24.23,74,5.06,1016,24.64,31,52,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-11-27 16:12:05.000000 ,26.64,49,1.02,1015,26.64,71,24,10000,Mây ít,Nắng
Turan,2023-11-27 16:08:38.000000 ,25.99,65,5.66,1016,25.99,360,20,10000,Mây ít,Nắng
Don Luan,2023-11-27 16:12:05.000000 ,29.97,70,1.39,1008,34.97,274,91,10000,Mây u ám,Nắng
Loc Ninh,2023-11-27 16:12:06.000000 ,29.6,56,3.4,1008,31.39,12,100,10000,Mây u ám,Nắng
Song Cau,2023-11-27 16:12:06.000000 ,24.63,79,7.81,1013,25.21,10,98,10000,Mây u ám,Nắng
Bim Son,2023-11-27 16:12:06.000000 ,26.16,57,4.37,1016,26.16,128,41,10000,Mây rải rác,Nắng
Cu Chi,2023-11-27 16:12:06.000000 ,32.01,72,0.87,1008,39.01,185,98,10000,Mây u ám,Nắng
Uyen Hung,2023-11-27 16:12:07.000000 ,31.78,74,1.69,1008,38.78,197,94,10000,Mây u ám,Nắng
Ben Tre,2023-11-27 16:12:07.000000 ,27.67,77,1.22,1008,30.9,92,99,10000,Mây u ám,Nắng
Sa Dec,2023-11-27 16:12:07.000000 ,29.99,70,1.75,1008,35.01,51,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-27 16:12:07.000000 ,27.34,75,5.38,1011,29.96,21,96,10000,Mây u ám,Nắng
Song Cau,2023-11-27 16:12:06.000000 ,24.63,79,7.81,1013,25.21,10,98,10000,Mây u ám,Nắng
Ngo Chau,2023-11-27 16:12:08.000000 ,24.04,80,5.21,1013,24.59,16,91,10000,Mây u ám,Nắng
Hoi An,2023-11-27 16:08:25.000000 ,25.98,72,4.58,1015,25.98,21,68,10000,Mây rải rác,Nắng
Dong Ha,2023-11-27 16:12:08.000000 ,23.94,80,2.89,1015,24.48,60,75,10000,Mây rải rác,Nắng
Bim Son,2023-11-27 16:12:06.000000 ,26.16,57,4.37,1016,26.16,128,41,10000,Mây rải rác,Nắng
Phu Ly,2023-11-27 16:11:15.000000 ,28.53,44,1.83,1015,28.48,112,72,10000,Mây rải rác,Nắng
Hai Ha,2023-11-27 16:12:09.000000 ,24.65,66,0.98,1016,24.89,94,90,10000,Mây u ám,Nắng
Ha Dong,2023-11-27 16:12:09.000000 ,28.01,41,0.8,1015,27.74,50,55,10000,Mây rải rác,Nắng
Hau Duong,2023-11-27 16:12:10.000000 ,28.02,51,1.03,1016,28.56,0,20,10000,Mây ít,Nắng
Yen Lap,2023-11-27 16:12:10.000000 ,27.57,51,1.38,1015,28.06,98,31,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-27 16:12:10.000000 ,27.53,51,1.26,1015,28.02,125,60,10000,Mây rải rác,Nắng
Doan Hung,2023-11-27 16:12:10.000000 ,27.02,54,0.99,1015,27.69,183,64,10000,Mây rải rác,Nắng
Son Duong,2023-11-27 16:12:10.000000 ,27.32,51,0.96,1015,27.8,198,72,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-28 16:35:14.000000 ,31.01,58,3.6,1009,34.38,180,75,10000,Mây rải rác,Nắng
Hanoi,2023-11-28 16:34:48.000000 ,27.0,41,1.71,1015,26.91,135,2,10000,Không xác định,Nắng
Turan,2023-11-28 16:35:16.000000 ,25.99,69,3.09,1015,25.99,360,40,10000,Mây rải rác,Nắng
Haiphong,2023-11-28 16:36:40.000000 ,24.95,65,4.12,1016,25.2,140,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-28 16:36:40.000000 ,30.99,73,1.43,1008,37.99,289,63,10000,Mây rải rác,Nắng
Can Tho,2023-11-28 16:36:40.000000 ,28.99,74,0.51,1009,33.47,0,40,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-28 16:36:40.000000 ,31.03,58,3.6,1009,34.42,180,75,10000,Mây rải rác,Nắng
Di An,2023-11-28 16:36:40.000000 ,30.82,58,3.6,1009,34.0,180,75,10000,Mây rải rác,Nắng
Hue,2023-11-28 16:35:06.000000 ,26.06,69,2.06,1014,26.06,80,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-28 16:36:41.000000 ,27.84,77,4.94,1008,31.28,83,11,10000,Mây ít,Nắng
Thu Dau Mot,2023-11-28 16:36:40.000000 ,31.03,58,3.6,1009,34.42,180,75,10000,Mây rải rác,Nắng
Nha Trang,2023-11-28 16:36:41.000000 ,25.0,82,5.35,1011,25.7,9,33,10000,Mây rải rác,Nắng
Ha Long,2023-11-28 16:35:08.000000 ,24.77,71,3.28,1016,25.16,102,19,10000,Mây ít,Nắng
Qui Nhon,2023-11-28 16:36:41.000000 ,24.24,81,8.05,1013,24.83,359,98,10000,Mưa nhẹ,Mưa
Thanh Hoa,2023-11-28 16:36:41.000000 ,22.76,71,2.82,1016,22.95,109,27,10000,Mây rải rác,Nắng
Thai Nguyen,2023-11-28 16:36:42.000000 ,26.88,47,1.31,1015,27.14,176,0,10000,Không xác định,Nắng
Buon Ma Thuot,2023-11-28 16:36:42.000000 ,22.04,78,4.23,1012,22.34,75,40,10000,Mây rải rác,Nắng
Long Xuyen,2023-11-28 16:36:42.000000 ,28.97,71,0.27,1008,32.85,322,98,10000,Mây u ám,Nắng
Phu Khuong,2023-11-28 16:36:42.000000 ,28.77,66,2.49,1008,31.56,278,23,10000,Mây ít,Nắng
Vinh,2023-11-28 16:36:42.000000 ,22.66,79,2.73,1016,23.04,48,92,10000,Mây u ám,Nắng
Rach Gia,2023-11-28 16:36:42.000000 ,28.15,73,0.36,1008,31.39,322,100,10000,Mây u ám,Nắng
Da Lat,2023-11-28 16:36:42.000000 ,17.34,89,1.72,1012,17.45,59,90,10000,Mây u ám,Nắng
Bac Ninh,2023-11-28 16:36:43.000000 ,27.05,43,3.25,1015,27.06,151,1,10000,Không xác định,Nắng
Hai Duong,2023-11-28 16:36:43.000000 ,25.0,53,5.62,1016,24.94,128,7,10000,Không xác định,Nắng
Phan Thiet,2023-11-28 16:36:43.000000 ,28.23,69,5.5,1008,30.98,72,70,10000,Mây rải rác,Nắng
Pleiku,2023-11-28 16:36:43.000000 ,21.54,73,2.7,1012,21.66,61,86,10000,Mây u ám,Nắng
Nam Dinh,2023-11-28 16:36:43.000000 ,24.29,60,4.81,1016,24.34,111,4,10000,Không xác định,Nắng
Ca Mau,2023-11-28 16:36:43.000000 ,26.49,79,3.56,1008,26.49,98,100,10000,Mưa nhẹ,Mưa
Viet Tri,2023-11-28 16:36:43.000000 ,26.97,44,2.31,1015,27.05,128,0,10000,Không xác định,Nắng
Soc Trang,2023-11-28 16:36:43.000000 ,26.17,80,4.5,1008,26.17,90,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-28 16:36:44.000000 ,23.07,83,3.16,1014,23.6,357,98,10000,Mây u ám,Nắng
Thai Binh,2023-11-28 16:36:44.000000 ,23.82,64,4.76,1016,23.93,107,3,10000,Không xác định,Nắng
My Tho,2023-11-28 16:36:44.000000 ,26.24,86,1.55,1008,26.24,96,67,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-28 16:36:44.000000 ,23.85,85,6.04,1013,24.51,4,97,10000,Mưa nhẹ,Mưa
Bac Lieu,2023-11-28 16:36:44.000000 ,26.85,79,5.6,1008,29.33,90,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-28 16:36:44.000000 ,24.99,65,2.65,1016,25.24,129,23,10000,Mây ít,Nắng
Bac Giang,2023-11-28 16:36:44.000000 ,27.04,47,5.31,1015,27.27,144,2,10000,Không xác định,Nắng
Tay Ninh,2023-11-28 16:36:44.000000 ,28.89,65,2.4,1008,31.63,277,23,10000,Mây ít,Nắng
Ninh Binh,2023-11-28 16:36:44.000000 ,24.33,60,4.68,1016,24.39,111,6,10000,Không xác định,Nắng
Tan An,2023-11-28 16:36:45.000000 ,31.01,84,1.4,1008,38.01,124,72,10000,Mây rải rác,Nắng
Kon Tum,2023-11-28 16:36:45.000000 ,22.15,74,2.41,1013,22.35,62,94,10000,Mây u ám,Nắng
Tam Ky,2023-11-28 16:36:45.000000 ,23.42,81,2.79,1015,23.93,16,80,10000,Mây rải rác,Nắng
Vinh Long,2023-11-28 16:36:45.000000 ,28.99,83,1.87,1008,35.38,10,100,8478,Mây u ám,Nắng
Lao Cai,2023-11-28 16:36:45.000000 ,22.34,69,0.67,1015,22.43,129,31,10000,Mây rải rác,Nắng
Lagi,2023-11-28 16:36:45.000000 ,27.44,76,6.38,1008,30.28,69,55,10000,Mây rải rác,Nắng
Rach Gia,2023-11-28 16:36:42.000000 ,28.15,73,0.36,1008,31.39,322,100,10000,Mây u ám,Nắng
Con Son,2023-11-28 16:36:45.000000 ,26.81,84,11.79,1008,29.66,66,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-28 16:36:45.000000 ,28.48,67,2.36,1008,31.16,333,92,10000,Mây u ám,Nắng
Loc Ninh,2023-11-28 16:36:46.000000 ,28.09,63,1.29,1008,29.94,281,42,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-28 16:36:46.000000 ,26.49,72,5.72,1010,26.49,32,73,10000,Mây rải rác,Nắng
Kwang Binh,2023-11-28 16:36:46.000000 ,23.38,76,3.02,1015,23.76,55,16,10000,Mây ít,Nắng
Dien Bien Phu,2023-11-28 16:35:04.000000 ,21.76,65,0.92,1014,21.69,102,1,10000,Không xác định,Nắng
Turan,2023-11-28 16:35:16.000000 ,25.99,69,3.09,1015,25.99,360,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-28 16:32:27.000000 ,30.52,74,2.19,1008,37.47,216,44,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-28 16:36:46.000000 ,28.09,63,1.29,1008,29.94,281,42,10000,Mây rải rác,Nắng
Song Cau,2023-11-28 16:36:46.000000 ,24.07,82,7.25,1013,24.67,0,97,10000,Mưa nhẹ,Mưa
Bim Son,2023-11-28 16:36:46.000000 ,24.0,63,4.14,1016,24.1,116,20,10000,Mây ít,Nắng
Cu Chi,2023-11-28 16:36:46.000000 ,31.01,71,1.73,1008,37.93,320,39,10000,Mây rải rác,Nắng
Uyen Hung,2023-11-28 16:36:46.000000 ,30.78,72,1.79,1008,37.6,276,53,10000,Mây rải rác,Nắng
Ben Tre,2023-11-28 16:36:47.000000 ,25.72,87,1.74,1008,26.62,84,61,10000,Mưa nhẹ,Mưa
Sa Dec,2023-11-28 16:36:47.000000 ,28.99,77,1.23,1008,34.08,336,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-28 16:36:47.000000 ,24.34,85,3.92,1011,25.05,13,57,10000,Mây rải rác,Nắng
Song Cau,2023-11-28 16:36:46.000000 ,24.07,82,7.25,1013,24.67,0,97,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-11-28 16:36:47.000000 ,23.15,83,4.49,1013,23.69,4,91,10000,Mây u ám,Nắng
Hoi An,2023-11-28 16:36:47.000000 ,25.98,79,4.16,1015,25.98,25,58,10000,Mây rải rác,Nắng
Dong Ha,2023-11-28 16:36:47.000000 ,22.45,80,3.07,1015,22.84,72,57,10000,Mây rải rác,Nắng
Bim Son,2023-11-28 16:36:46.000000 ,24.0,63,4.14,1016,24.1,116,20,10000,Mây ít,Nắng
